Gene ID	Gene_NAME	Transcript ID	STRAND
617416	CCL4L2_ENST00000617416	ENST00000617416.4	1
620055	CCL4L2_ENST00000620055	ENST00000620055.4	1
620098	CCL4L2_ENST00000620098	ENST00000620098.4	1
620250	CCL4L2_ENST00000620250	ENST00000620250.1	1
620576	CCL4L2_ENST00000620576	ENST00000620576.4	1
620732	CCL4L2_ENST00000620732	ENST00000620732.4	1
621626	CCL4_ENST00000621626	ENST00000621626.1	1
603197	CCL5	ENST00000603197.5	-1
605140	CCL5_ENST00000605140	ENST00000605140.5	-1
63884	CCL7	ENST00000378569.2	1
394627	CCL7_ENST00000394627	ENST00000394627.5	1
394630	CCL7_ENST00000394630	ENST00000394630.3	1
63886	CCL8	ENST00000394620.1	1
59053	CCM2	ENST00000381112.7	1
65498	CCM2L	ENST00000262659.12	1
258781	CCM2_ENST00000258781	ENST00000258781.10	1
474617	CCM2_ENST00000474617	ENST00000474617.1	1
475551	CCM2_ENST00000475551	ENST00000475551.5	1
541586	CCM2_ENST00000541586	ENST00000541586.5	1
544363	CCM2_ENST00000544363	ENST00000544363.5	1
54968	CCN1	ENST00000451137.6	1
58764	CCN2	ENST00000367976.3	-1
3340	CCN3	ENST00000259526.3	1
59773	CCN4	ENST00000250160.11	1
220856	CCN4_ENST00000220856	ENST00000220856.6	1
517423	CCN4_ENST00000517423	ENST00000517423.5	1
519433	CCN4_ENST00000519433	ENST00000519433.1	1
7128	CCN5	ENST00000372868.6	1
190983	CCN5_ENST00000190983	ENST00000190983.4	1
104673	CCN5_ENST00000372865	ENST00000372865.4	1
368666	CCN6	ENST00000368666.6	1
230529	CCN6_ENST00000230529	ENST00000230529.9	1
58720	CCN6_ENST00000361714	ENST00000361714.5	1
409166	CCN6_ENST00000409166	ENST00000409166.5	1
604763	CCN6_ENST00000604763	ENST00000604763.5	1
639360	CCN6_ENST00000639360	ENST00000639360.1	1
3236	CCNA1	ENST00000255465.6	1
440264	CCNA1_ENST00000440264	ENST00000440264.5	1
625767	CCNA1_ENST00000625767	ENST00000625767.1	1
630422	CCNA1_ENST00000630422	ENST00000630422.2	1
637	CCNA2	ENST00000274026.9	-1
618014	CCNA2_ENST00000618014	ENST00000618014.1	-1
3237	CCNB1	ENST00000256442.9	1
437553	CCNB1IP1	ENST00000437553.6	-1
353689	CCNB1IP1_ENST00000353689	ENST00000353689.8	-1
5919	CCNB1IP1_ENST00000358932	ENST00000358932.8	-1
398160	CCNB1IP1_ENST00000398160	ENST00000398160.6	-1
398163	CCNB1IP1_ENST00000398163	ENST00000398163.6	-1
398169	CCNB1IP1_ENST00000398169	ENST00000398169.7	-1
3238	CCNB2	ENST00000288207.6	1
559622	CCNB2_ENST00000559622	ENST00000559622.5	1
621385	CCNB2_ENST00000621385	ENST00000621385.1	1
3239	CCNB3	ENST00000376042.5	1
276014	CCNB3_ENST00000276014	ENST00000276014.11	1
348603	CCNB3_ENST00000348603	ENST00000348603.2	1
376038	CCNB3_ENST00000376038	ENST00000376038.5	1
3240	CCNC	ENST00000520429.5	-1
369220	CCNC_ENST00000369220	ENST00000369220.8	-1
482541	CCNC_ENST00000482541	ENST00000482541.2	-1
518714	CCNC_ENST00000518714	ENST00000518714.5	-1
520371	CCNC_ENST00000520371	ENST00000520371.5	-1
523799	CCNC_ENST00000523799	ENST00000523799.5	-1
523985	CCNC_ENST00000523985	ENST00000523985.5	-1
627680	CCNC_ENST00000627680	ENST00000627680.2	-1
3241	CCND1	ENST00000227507.2	1
536559	CCND1_ENST00000536559	ENST00000536559.1	1
3242	CCND2	ENST00000261254.7	1
3243	CCND3	ENST00000372991.8	-1
372987	CCND3_ENST00000372987	ENST00000372987.8	-1
372988	CCND3_ENST00000372988	ENST00000372988.8	-1
414200	CCND3_ENST00000414200	ENST00000414200.6	-1
415497	CCND3_ENST00000415497	ENST00000415497.6	-1
510503	CCND3_ENST00000510503	ENST00000510503.5	-1
511642	CCND3_ENST00000511642	ENST00000511642.5	-1
616010	CCND3_ENST00000616010	ENST00000616010.4	-1
62888	CCNDBP1	ENST00000300213.8	1
3244	CCNE1	ENST00000262643.7	1
357943	CCNE1_ENST00000357943	ENST00000357943.9	1
444983	CCNE1_ENST00000444983	ENST00000444983.6	1
3245	CCNE2	ENST00000520509.5	-1
308108	CCNE2_ENST00000308108	ENST00000308108.8	-1
396133	CCNE2_ENST00000396133	ENST00000396133.7	-1
3246	CCNF	ENST00000397066.8	1
340828	CCNG1	ENST00000340828.6	1
3247	CCNG1_ENST00000393929	ENST00000393929.5	1
504553	CCNG1_ENST00000504553	ENST00000504553.2	1
510664	CCNG1_ENST00000510664	ENST00000510664.5	1
512163	CCNG1_ENST00000512163	ENST00000512163.5	1
3248	CCNG2	ENST00000316355.9	1
395640	CCNG2_ENST00000395640	ENST00000395640.5	1
502280	CCNG2_ENST00000502280	ENST00000502280.5	1
509972	CCNG2_ENST00000509972	ENST00000509972.1	1
3249	CCNH	ENST00000256897.8	-1
504878	CCNH_ENST00000504878	ENST00000504878.1	-1
508855	CCNH_ENST00000508855	ENST00000508855.5	-1
57416	CCNI	ENST00000237654.8	-1
614847	CCNI2	ENST00000614847.1	1
69074	CCNI2_ENST00000378731	ENST00000378731.5	1
465148	CCNJ	ENST00000465148.2	1
74362	CCNJL	ENST00000393977.7	-1
257536	CCNJL_ENST00000257536	ENST00000257536.12	-1
519673	CCNJL_ENST00000519673	ENST00000519673.1	-1
541762	CCNJL_ENST00000541762	ENST00000541762.5	-1
644313	CCNJL_ENST00000644313	ENST00000644313.1	-1
60649	CCNJ_ENST00000265992	ENST00000265992.9	1
403870	CCNJ_ENST00000403870	ENST00000403870.7	1
93860	CCNK	ENST00000389879.9	1
555049	CCNK_ENST00000555049	ENST00000555049.5	1
3250	CCNL1	ENST00000295926.7	-1
105473	CCNL1_ENST00000295925	ENST00000295925.5	-1
461804	CCNL1_ENST00000461804	ENST00000461804.5	-1
66777	CCNL2	ENST00000400809.7	-1
99735	CCNL2_ENST00000408918	ENST00000408918.8	-1
408952	CCNL2_ENST00000408952	ENST00000408952.8	-1
69026	CCNO	ENST00000282572.4	-1
440428	CCNQ	ENST00000440428.5	-1
6077	CCNQ_ENST00000576892	ENST00000576892.7	-1
3251	CCNT1	ENST00000261900.7	-1
618666	CCNT1_ENST00000618666	ENST00000618666.4	-1
640148	CCNT1_ENST00000640148	ENST00000640148.1	-1
2600	CCNT2	ENST00000264157.9	1
295238	CCNT2_ENST00000295238	ENST00000295238.10	1
102769	CCNY	ENST00000374704.7	1
295414	CCNYL1	ENST00000295414.7	1
99720	CCNYL1_ENST00000339882	ENST00000339882.9	1
56366	CCNYL1_ENST00000392209	ENST00000392209.7	1
420822	CCNYL1_ENST00000420822	ENST00000420822.1	1
265375	CCNY_ENST00000265375	ENST00000265375.13	1
339497	CCNY_ENST00000339497	ENST00000339497.7	1
60439	CCNY_ENST00000374706	ENST00000374706.5	1
107776	CCP110	ENST00000381396.9	1
396208	CCP110_ENST00000396208	ENST00000396208.3	1
63295	CCP110_ENST00000396212	ENST00000396212.6	1
442196	CCPG1	ENST00000442196.7	-1
74927	CCPG1_ENST00000310958	ENST00000310958.10	-1
107458	CCPG1_ENST00000425574	ENST00000425574.7	-1
569205	CCPG1_ENST00000569205	ENST00000569205.5	-1
5007	CCR1	ENST00000296140.3	-1
64017	CCR10	ENST00000332438.4	-1
591765	CCR10_ENST00000591765	ENST00000591765.1	-1
5008	CCR2	ENST00000292301.4	1
400888	CCR2_ENST00000400888	ENST00000400888.2	1
95464	CCR2_ENST00000445132	ENST00000445132.2	1
104950	CCR3	ENST00000545097.1	1
5009	CCR3_ENST00000357422	ENST00000357422.2	1
395940	CCR3_ENST00000395940	ENST00000395940.2	1
395942	CCR3_ENST00000395942	ENST00000395942.2	1
5010	CCR4	ENST00000330953.5	1
292303	CCR5	ENST00000292303.4	1
445772	CCR5_ENST00000445772	ENST00000445772.1	1
341935	CCR6	ENST00000341935.9	1
349984	CCR6_ENST00000349984	ENST00000349984.6	1
5012	CCR6_ENST00000400926	ENST00000400926.5	1
643861	CCR6_ENST00000643861	ENST00000643861.1	1
5013	CCR7	ENST00000246657.2	-1
579344	CCR7_ENST00000579344	ENST00000579344.1	-1
5014	CCR8	ENST00000326306.4	1
414803	CCR8_ENST00000414803	ENST00000414803.1	1
5015	CCR9	ENST00000357632.6	1
355983	CCR9_ENST00000355983	ENST00000355983.3	1
395963	CCR9_ENST00000395963	ENST00000395963.2	1
422395	CCR9_ENST00000422395	ENST00000422395.1	1
108063	CCRL2	ENST00000357392.4	1
5017	CCRL2_ENST00000399036	ENST00000399036.3	1
400880	CCRL2_ENST00000400880	ENST00000400880.3	1
400882	CCRL2_ENST00000400882	ENST00000400882.2	1
61241	CCS	ENST00000533244.5	1
284617	CCSAP	ENST00000284617.6	-1
103198	CCSAP_ENST00000366686	ENST00000366686.1	-1
55704	CCSAP_ENST00000366687	ENST00000366687.5	-1
6919	CCSER1	ENST00000509176.5	1
96097	CCSER1_ENST00000432775	ENST00000432775.6	1
101785	CCSER2	ENST00000372088.7	1
67172	CCSER2_ENST00000224756	ENST00000224756.12	1
359979	CCSER2_ENST00000359979	ENST00000359979.8	1
543283	CCSER2_ENST00000543283	ENST00000543283.2	1
310190	CCS_ENST00000310190	ENST00000310190.8	1
5664	CCT2	ENST00000299300.10	1
543146	CCT2_ENST00000543146	ENST00000543146.2	1
544368	CCT2_ENST00000544368	ENST00000544368.6	1
55321	CCT3	ENST00000295688.7	-1
368259	CCT3_ENST00000368259	ENST00000368259.6	-1
472765	CCT3_ENST00000472765	ENST00000472765.6	-1
68473	CCT4	ENST00000394440.7	-1
544079	CCT4_ENST00000544079	ENST00000544079.2	-1
57679	CCT5	ENST00000280326.8	1
503026	CCT5_ENST00000503026	ENST00000503026.5	1
506600	CCT5_ENST00000506600	ENST00000506600.1	1
515390	CCT5_ENST00000515390	ENST00000515390.5	1
515676	CCT5_ENST00000515676	ENST00000515676.5	1
625723	CCT5_ENST00000625723	ENST00000625723.1	1
59069	CCT6A	ENST00000275603.8	1
84727	CCT6A_ENST00000335503	ENST00000335503.3	1
68077	CCT6B	ENST00000314144.9	-1
421975	CCT6B_ENST00000421975	ENST00000421975.7	-1
436961	CCT6B_ENST00000436961	ENST00000436961.7	-1
94474	CCT7	ENST00000258091.9	1
75210	CCT7_ENST00000398422	ENST00000398422.2	1
539919	CCT7_ENST00000539919	ENST00000539919.5	1
540468	CCT7_ENST00000540468	ENST00000540468.5	1
626868	CCT7_ENST00000626868	ENST00000626868.1	1
68655	CCT8	ENST00000286788.8	-1
65898	CCT8L2	ENST00000359963.4	-1
540844	CCT8_ENST00000540844	ENST00000540844.5	-1
626972	CCT8_ENST00000626972	ENST00000626972.2	-1
69303	CCZ1	ENST00000325974.8	1
58930	CCZ1B	ENST00000316731.12	-1
626257	CCZ1B_ENST00000626257	ENST00000626257.2	-1
628813	CCZ1_ENST00000628813	ENST00000628813.2	1
55116	CD101	ENST00000369470.1	1
256652	CD101_ENST00000256652	ENST00000256652.8	1
58623	CD109	ENST00000287097.5	1
422508	CD109_ENST00000422508	ENST00000422508.6	1
437994	CD109_ENST00000437994	ENST00000437994.6	1
57978	CD14	ENST00000302014.10	-1
401743	CD14_ENST00000401743	ENST00000401743.6	-1
60861	CD151	ENST00000397420.8	1
322008	CD151_ENST00000322008	ENST00000322008.9	1
397421	CD151_ENST00000397421	ENST00000397421.5	1
528011	CD151_ENST00000528011	ENST00000528011.2	1
235933	CD160	ENST00000235933.10	1
55145	CD160_ENST00000369288	ENST00000369288.6	1
401557	CD160_ENST00000401557	ENST00000401557.7	1
584442	CD160_ENST00000584442	ENST00000584442.2	1
616463	CD160_ENST00000616463	ENST00000616463.1	1
61618	CD163	ENST00000359156.8	-1
416109	CD163L1	ENST00000416109.2	-1
61617	CD163L1_ENST00000313599	ENST00000313599.7	-1
101067	CD163_ENST00000396620	ENST00000396620.7	-1
432237	CD163_ENST00000432237	ENST00000432237.2	-1
541972	CD163_ENST00000541972	ENST00000541972.5	-1
58701	CD164	ENST00000310786.9	-1
374030	CD164L2	ENST00000374030.2	-1
54641	CD164L2_ENST00000374027	ENST00000374027.7	-1
275080	CD164_ENST00000275080	ENST00000275080.11	-1
324953	CD164_ENST00000324953	ENST00000324953.9	-1
105895	CD164_ENST00000413644	ENST00000413644.6	-1
504373	CD164_ENST00000504373	ENST00000504373.2	-1
512821	CD164_ENST00000512821	ENST00000512821.5	-1
618265	CD177	ENST00000618265.4	1
607855	CD177_ENST00000607855	ENST00000607855.5	1
57776	CD180	ENST00000256447.5	-1
538922	CD19	ENST00000538922.5	1
63348	CD19_ENST00000324662	ENST00000324662.7	1
567541	CD19_ENST00000567541	ENST00000567541.5	1
55350	CD1A	ENST00000289429.5	1
55352	CD1B	ENST00000368168.3	-1
55351	CD1C	ENST00000368170.7	1
55349	CD1D	ENST00000368171.3	1
74667	CD1E	ENST00000368167.7	1
368154	CD1E_ENST00000368154	ENST00000368154.5	1
368155	CD1E_ENST00000368155	ENST00000368155.7	1
368156	CD1E_ENST00000368156	ENST00000368156.5	1
368157	CD1E_ENST00000368157	ENST00000368157.5	1
368160	CD1E_ENST00000368160	ENST00000368160.7	1
368161	CD1E_ENST00000368161	ENST00000368161.7	1
368163	CD1E_ENST00000368163	ENST00000368163.7	1
368164	CD1E_ENST00000368164	ENST00000368164.7	1
368165	CD1E_ENST00000368165	ENST00000368165.7	1
368166	CD1E_ENST00000368166	ENST00000368166.7	1
444681	CD1E_ENST00000444681	ENST00000444681.6	1
452291	CD1E_ENST00000452291	ENST00000452291.6	1
55114	CD2	ENST00000369478.3	1
56870	CD200	ENST00000473539.5	1
56874	CD200R1	ENST00000308611.7	-1
75392	CD200R1L	ENST00000398214.5	-1
448932	CD200R1L_ENST00000448932	ENST00000448932.4	-1
488794	CD200R1L_ENST00000488794	ENST00000488794.5	-1
617549	CD200R1L_ENST00000617549	ENST00000617549.3	-1
295863	CD200R1_ENST00000295863	ENST00000295863.4	-1
95451	CD200R1_ENST00000440122	ENST00000440122.6	-1
471858	CD200R1_ENST00000471858	ENST00000471858.5	-1
490004	CD200R1_ENST00000490004	ENST00000490004.1	-1
315711	CD200_ENST00000315711	ENST00000315711.12	1
383681	CD200_ENST00000383681	ENST00000383681.7	1
410009	CD207	ENST00000410009.4	-1
64645	CD209	ENST00000315599.11	-1
204801	CD209_ENST00000204801	ENST00000204801.12	-1
315591	CD209_ENST00000315591	ENST00000315591.12	-1
354397	CD209_ENST00000354397	ENST00000354397.10	-1
394161	CD209_ENST00000394161	ENST00000394161.9	-1
394173	CD209_ENST00000394173	ENST00000394173.8	-1
593660	CD209_ENST00000593660	ENST00000593660.5	-1
593821	CD209_ENST00000593821	ENST00000593821.5	-1
601256	CD209_ENST00000601256	ENST00000601256.1	-1
107203	CD209_ENST00000601951	ENST00000601951.5	-1
602261	CD209_ENST00000602261	ENST00000602261.5	-1
64887	CD22	ENST00000085219.9	1
64482	CD226	ENST00000280200.8	-1
577287	CD226_ENST00000577287	ENST00000577287.5	-1
581982	CD226_ENST00000581982	ENST00000581982.5	-1
582621	CD226_ENST00000582621	ENST00000582621.5	-1
341773	CD22_ENST00000341773	ENST00000341773.10	1
419549	CD22_ENST00000419549	ENST00000419549.6	1
536635	CD22_ENST00000536635	ENST00000536635.6	1
544992	CD22_ENST00000544992	ENST00000544992.6	1
594250	CD22_ENST00000594250	ENST00000594250.5	1
622315	CD24	ENST00000622315.1	-1
95221	CD244	ENST00000368033.7	-1
322302	CD244_ENST00000322302	ENST00000322302.7	-1
55384	CD244_ENST00000368034	ENST00000368034.8	-1
55431	CD247	ENST00000362089.9	-1
392122	CD247_ENST00000392122	ENST00000392122.3	-1
61230	CD248	ENST00000311330.3	-1
606017	CD24_ENST00000606017	ENST00000606017.1	-1
610952	CD24_ENST00000610952	ENST00000610952.1	-1
619133	CD24_ENST00000619133	ENST00000619133.4	-1
620405	CD24_ENST00000620405	ENST00000620405.1	-1
1454	CD27	ENST00000266557.3	1
1394	CD274	ENST00000381577.3	1
381573	CD274_ENST00000381573	ENST00000381573.8	1
63017	CD276	ENST00000318443.9	1
318424	CD276_ENST00000318424	ENST00000318424.9	1
537340	CD276_ENST00000537340	ENST00000537340.6	1
561213	CD276_ENST00000561213	ENST00000561213.5	1
564751	CD276_ENST00000564751	ENST00000564751.5	1
56353	CD28	ENST00000324106.8	1
374481	CD28_ENST00000374481	ENST00000374481.7	1
458610	CD28_ENST00000458610	ENST00000458610.6	1
69223	CD2AP	ENST00000359314.5	1
63374	CD2BP2	ENST00000305596.7	-1
569466	CD2BP2_ENST00000569466	ENST00000569466.1	-1
369477	CD2_ENST00000369477	ENST00000369477.1	1
68150	CD300A	ENST00000360141.7	1
310828	CD300A_ENST00000310828	ENST00000310828.9	1
361933	CD300A_ENST00000361933	ENST00000361933.7	1
392625	CD300A_ENST00000392625	ENST00000392625.7	1
577511	CD300A_ENST00000577511	ENST00000577511.1	1
64244	CD300C	ENST00000330793.1	-1
392619	CD300E	ENST00000392619.1	-1
64243	CD300LB	ENST00000392621.5	-1
314401	CD300LB_ENST00000314401	ENST00000314401.3	-1
75071	CD300LD	ENST00000375352.1	-1
583937	CD300LF	ENST00000583937.5	-1
301573	CD300LF_ENST00000301573	ENST00000301573.13	-1
64247	CD300LF_ENST00000326165	ENST00000326165.10	-1
343125	CD300LF_ENST00000343125	ENST00000343125.8	-1
105835	CD300LF_ENST00000361254	ENST00000361254.8	-1
464910	CD300LF_ENST00000464910	ENST00000464910.5	-1
469092	CD300LF_ENST00000469092	ENST00000469092.5	-1
581500	CD300LF_ENST00000581500	ENST00000581500.1	-1
64042	CD300LG	ENST00000317310.4	1
101543	CD300LG_ENST00000293396	ENST00000293396.12	1
377203	CD300LG_ENST00000377203	ENST00000377203.8	1
106790	CD300LG_ENST00000539718	ENST00000539718.5	1
586233	CD300LG_ENST00000586233	ENST00000586233.5	1
588884	CD300LG_ENST00000588884	ENST00000588884.1	1
68529	CD302	ENST00000259053.5	-1
429078	CD302_ENST00000429078	ENST00000429078.6	-1
553424	CD302_ENST00000553424	ENST00000553424.5	-1
64655	CD320	ENST00000301458.9	-1
537716	CD320_ENST00000537716	ENST00000537716.6	-1
68395	CD33	ENST00000262262.4	1
107449	CD33_ENST00000391796	ENST00000391796.7	1
421133	CD33_ENST00000421133	ENST00000421133.6	1
436584	CD33_ENST00000436584	ENST00000436584.6	1
67029	CD34	ENST00000310833.11	-1
356522	CD34_ENST00000356522	ENST00000356522.4	-1
101936	CD34_ENST00000367036	ENST00000367036.7	-1
85768	CD36	ENST00000435819.5	1
309881	CD36_ENST00000309881	ENST00000309881.11	1
69344	CD36_ENST00000394788	ENST00000394788.7	1
432207	CD36_ENST00000432207	ENST00000432207.5	1
433696	CD36_ENST00000433696	ENST00000433696.6	1
99332	CD36_ENST00000447544	ENST00000447544.6	1
534394	CD36_ENST00000534394	ENST00000534394.5	1
538969	CD36_ENST00000538969	ENST00000538969.5	1
544133	CD36_ENST00000544133	ENST00000544133.5	1
65149	CD37	ENST00000323906.8	1
426897	CD37_ENST00000426897	ENST00000426897.6	1
535669	CD37_ENST00000535669	ENST00000535669.6	1
598095	CD37_ENST00000598095	ENST00000598095.5	1
57263	CD38	ENST00000226279.7	1
61459	CD3D	ENST00000300692.8	-1
392884	CD3D_ENST00000392884	ENST00000392884.2	-1
529594	CD3D_ENST00000529594	ENST00000529594.5	-1
67484	CD3E	ENST00000361763.8	1
589804	CD3EAP	ENST00000589804.1	1
65066	CD3EAP_ENST00000309424	ENST00000309424.7	1
528600	CD3E_ENST00000528600	ENST00000528600.1	1
61460	CD3G	ENST00000532917.1	1
392883	CD3G_ENST00000392883	ENST00000392883.6	1
61603	CD4	ENST00000011653.8	1
1373	CD40	ENST00000372285.7	1
5920	CD40LG	ENST00000370629.6	1
370628	CD40LG_ENST00000370628	ENST00000370628.2	1
372276	CD40_ENST00000372276	ENST00000372276.7	1
620709	CD40_ENST00000620709	ENST00000620709.4	1
5665	CD44	ENST00000428726.7	1
263398	CD44_ENST00000263398	ENST00000263398.10	1
278386	CD44_ENST00000278386	ENST00000278386.10	1
352818	CD44_ENST00000352818	ENST00000352818.8	1
415148	CD44_ENST00000415148	ENST00000415148.6	1
433892	CD44_ENST00000433892	ENST00000433892.6	1
434472	CD44_ENST00000434472	ENST00000434472.6	1
526025	CD44_ENST00000526025	ENST00000526025.2	1
526669	CD44_ENST00000526669	ENST00000526669.6	1
639002	CD44_ENST00000639002	ENST00000639002.1	1
107372	CD46	ENST00000322875.8	1
107597	CD46_ENST00000322918	ENST00000322918.9	1
354848	CD46_ENST00000354848	ENST00000354848.5	1
357714	CD46_ENST00000357714	ENST00000357714.5	1
55620	CD46_ENST00000358170	ENST00000358170.6	1
360212	CD46_ENST00000360212	ENST00000360212.6	1
367041	CD46_ENST00000367041	ENST00000367041.5	1
367042	CD46_ENST00000367042	ENST00000367042.5	1
367047	CD46_ENST00000367047	ENST00000367047.5	1
480003	CD46_ENST00000480003	ENST00000480003.5	1
75389	CD47	ENST00000361309.5	-1
355354	CD47_ENST00000355354	ENST00000355354.12	-1
613788	CD48	ENST00000613788.1	-1
102974	CD48_ENST00000368045	ENST00000368045.3	-1
55382	CD48_ENST00000368046	ENST00000368046.7	-1
541982	CD4_ENST00000541982	ENST00000541982.5	1
61109	CD5	ENST00000347785.7	1
66825	CD52	ENST00000374213.2	1
55067	CD53	ENST00000271324.5	1
367063	CD55	ENST00000367063.6	1
99580	CD55_ENST00000314754	ENST00000314754.12	1
7064	CD55_ENST00000367064	ENST00000367064.8	1
367067	CD55_ENST00000367067	ENST00000367067.8	1
391921	CD55_ENST00000391921	ENST00000391921.9	1
644836	CD55_ENST00000644836	ENST00000644836.1	1
645323	CD55_ENST00000645323	ENST00000645323.1	1
55113	CD58	ENST00000369489.9	-1
369487	CD58_ENST00000369487	ENST00000369487.3	-1
457047	CD58_ENST00000457047	ENST00000457047.6	-1
642928	CD59	ENST00000642928.1	-1
351554	CD59_ENST00000351554	ENST00000351554.8	-1
61007	CD59_ENST00000395850	ENST00000395850.8	-1
415002	CD59_ENST00000415002	ENST00000415002.7	-1
426650	CD59_ENST00000426650	ENST00000426650.6	-1
437761	CD59_ENST00000437761	ENST00000437761.6	-1
445143	CD59_ENST00000445143	ENST00000445143.6	-1
527577	CD59_ENST00000527577	ENST00000527577.5	-1
533403	CD59_ENST00000533403	ENST00000533403.6	-1
643183	CD59_ENST00000643183	ENST00000643183.1	-1
55347	CD5L	ENST00000368174.4	-1
5921	CD6	ENST00000313421.11	1
549117	CD63	ENST00000549117.5	-1
61887	CD63_ENST00000257857	ENST00000257857.8	-1
420846	CD63_ENST00000420846	ENST00000420846.7	-1
546939	CD63_ENST00000546939	ENST00000546939.5	-1
548160	CD63_ENST00000548160	ENST00000548160.5	-1
548898	CD63_ENST00000548898	ENST00000548898.5	-1
550776	CD63_ENST00000550776	ENST00000550776.5	-1
552067	CD63_ENST00000552067	ENST00000552067.5	-1
552692	CD63_ENST00000552692	ENST00000552692.5	-1
552754	CD63_ENST00000552754	ENST00000552754.5	-1
63744	CD68	ENST00000250092.10	1
380498	CD68_ENST00000380498	ENST00000380498.10	1
61639	CD69	ENST00000228434.7	-1
536709	CD69_ENST00000536709	ENST00000536709.1	-1
352009	CD6_ENST00000352009	ENST00000352009.9	1
452451	CD6_ENST00000452451	ENST00000452451.6	1
64334	CD7	ENST00000312648.7	-1
423145	CD70	ENST00000423145.7	-1
1492	CD70_ENST00000245903	ENST00000245903.3	-1
59946	CD72	ENST00000396757.5	-1
259633	CD72_ENST00000259633	ENST00000259633.8	-1
378430	CD72_ENST00000378430	ENST00000378430.3	-1
378431	CD72_ENST00000378431	ENST00000378431.5	-1
612238	CD72_ENST00000612238	ENST00000612238.4	-1
92289	CD74	ENST00000009530.11	-1
353334	CD74_ENST00000353334	ENST00000353334.10	-1
69105	CD74_ENST00000377795	ENST00000377795.7	-1
524315	CD74_ENST00000524315	ENST00000524315.5	-1
65003	CD79A	ENST00000221972.7	1
444740	CD79A_ENST00000444740	ENST00000444740.2	1
392795	CD79B	ENST00000392795.7	-1
64205	CD79B_ENST00000006750	ENST00000006750.7	-1
349817	CD79B_ENST00000349817	ENST00000349817.2	-1
578509	CD7_ENST00000578509	ENST00000578509.1	-1
583376	CD7_ENST00000583376	ENST00000583376.1	-1
584284	CD7_ENST00000584284	ENST00000584284.5	-1
56893	CD80	ENST00000264246.7	-1
383669	CD80_ENST00000383669	ENST00000383669.3	-1
478182	CD80_ENST00000478182	ENST00000478182.5	-1
3252	CD81	ENST00000263645.9	1
381036	CD81_ENST00000381036	ENST00000381036.7	1
481687	CD81_ENST00000481687	ENST00000481687.1	1
492627	CD81_ENST00000492627	ENST00000492627.5	1
526072	CD81_ENST00000526072	ENST00000526072.5	1
5537	CD82	ENST00000227155.8	1
342935	CD82_ENST00000342935	ENST00000342935.7	1
58235	CD83	ENST00000379153.3	1
612003	CD83_ENST00000612003	ENST00000612003.4	1
101440	CD84	ENST00000311224.8	-1
368048	CD84_ENST00000368048	ENST00000368048.7	-1
368051	CD84_ENST00000368051	ENST00000368051.3	-1
55380	CD84_ENST00000368054	ENST00000368054.7	-1
534968	CD84_ENST00000534968	ENST00000534968.5	-1
56912	CD86	ENST00000330540.6	1
264468	CD86_ENST00000264468	ENST00000264468.9	1
393627	CD86_ENST00000393627	ENST00000393627.6	1
469710	CD86_ENST00000469710	ENST00000469710.5	1
493101	CD86_ENST00000493101	ENST00000493101.5	1
409511	CD8A	ENST00000409511.6	-1
56053	CD8A_ENST00000283635	ENST00000283635.7	-1
352580	CD8A_ENST00000352580	ENST00000352580.7	-1
409781	CD8A_ENST00000409781	ENST00000409781.1	-1
56054	CD8B	ENST00000331469.6	-1
643224	CD8B2	ENST00000643224.1	1
416057	CD8B2_ENST00000416057	ENST00000416057.2	1
349455	CD8B_ENST00000349455	ENST00000349455.7	-1
390655	CD8B_ENST00000390655	ENST00000390655.10	-1
94855	CD8B_ENST00000393759	ENST00000393759.6	-1
393761	CD8B_ENST00000393761	ENST00000393761.6	-1
105838	CD8B_ENST00000431506	ENST00000431506.3	-1
61583	CD9	ENST00000382518.6	1
65461	CD93	ENST00000246006.4	-1
56864	CD96	ENST00000283285.9	1
352690	CD96_ENST00000352690	ENST00000352690.8	1
438817	CD96_ENST00000438817	ENST00000438817.6	1
5922	CD99	ENST00000381192.9	1
613030	CD99L2	ENST00000613030.4	-1
355149	CD99L2_ENST00000355149	ENST00000355149.8	-1
3516	CD99L2_ENST00000370377	ENST00000370377.7	-1
437787	CD99L2_ENST00000437787	ENST00000437787.6	-1
466436	CD99L2_ENST00000466436	ENST00000466436.5	-1
107117	CD99_ENST00000381180	ENST00000381180.9	1
106723	CD99_ENST00000381184	ENST00000381184.6	1
381187	CD99_ENST00000381187	ENST00000381187.8	1
482405	CD99_ENST00000482405	ENST00000482405.7	1
611428	CD99_ENST00000611428	ENST00000611428.5	1
624481	CD99_ENST00000624481	ENST00000624481.4	1
9180	CD9_ENST00000009180	ENST00000009180.9	1
382515	CD9_ENST00000382515	ENST00000382515.7	1
382519	CD9_ENST00000382519	ENST00000382519.9	1
538834	CD9_ENST00000538834	ENST00000538834.6	1
610354	CD9_ENST00000610354	ENST00000610354.4	1
642746	CD9_ENST00000642746	ENST00000642746.1	1
645565	CD9_ENST00000645565	ENST00000645565.1	1
646407	CD9_ENST00000646407	ENST00000646407.1	1
54565	CDA	ENST00000375071.3	1
62326	CDADC1	ENST00000251108.10	1
67829	CDAN1	ENST00000356231.4	-1
60367	CDC123	ENST00000281141.8	1
378900	CDC123_ENST00000378900	ENST00000378900.6	1
